Fecha,Municipio,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Cantidad
10/11/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,24,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/11/2016 12:00:00 AM,LOS PATIOS,BARRIO BRISAS DEL LLANO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,30,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/11/2016 12:00:00 AM,LOS PATIOS,BARRIO BRISAS DEL LLANO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,15,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/11/2016 12:00:00 AM,LOS PATIOS,BARRIO BRISAS DEL LLANO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,38,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/11/2016 12:00:00 AM,VILLA DEL ROSARIO,BARRIO LA PALMITA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,70,FEMENINO,VIUDO,COLOMBIA,AMA DE CASA,1
10/12/2016 12:00:00 AM,CÚCUTA (CT),BARRIO TRIGAL DEL NORTE,URBANA,VIAS PUBLICAS,-,A PIE,A PIE,67,FEMENINO,VIUDO,COLOMBIA,AMA DE CASA,1
10/13/2016 12:00:00 AM,CÚCUTA (CT),URBANIZACION LOS ESTORAQUES,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,24,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/13/2016 12:00:00 AM,CÚCUTA (CT),BARRIO SANTANDER,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,20,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
10/13/2016 12:00:00 AM,CÚCUTA (CT),BARRIO NUEVO ESCOBAL,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,17,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,1
10/13/2016 12:00:00 AM,OCAÑA,VEREDA HATILLO,RURAL,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,60,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,1
10/13/2016 12:00:00 AM,OCAÑA,BARRIO SANTA CRUZ,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/14/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/14/2016 12:00:00 AM,CÚCUTA (CT),BARRIO SAN JOSE,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,36,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
10/14/2016 12:00:00 AM,OCAÑA,BARRIO SANTA CRUZ,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,39,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
10/14/2016 12:00:00 AM,TIBÚ,BARRIO LA ESPERANZA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,26,FEMENINO,SEPARADO,COLOMBIA,AMA DE CASA,1
10/15/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,16,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/15/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,53,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/15/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,74,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/15/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,34,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/15/2016 12:00:00 AM,CÚCUTA (CT),BARRIO SAN LUIS,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,24,FEMENINO,SEPARADO,COLOMBIA,INDEPENDIENTE,1
10/15/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/15/2016 12:00:00 AM,TIBÚ,CORREGIMIENTO CAMPO DOS,RURAL,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,21,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
10/15/2016 12:00:00 AM,VILLA DEL ROSARIO,BARRIO SAN MARTIN,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,41,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/16/2016 12:00:00 AM,ABREGO,VEREDA EL MOLINO,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,A PIE,A PIE,26,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
10/16/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,38,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/16/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/16/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,A PIE,26,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/16/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,26,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/16/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,A PIE,27,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/16/2016 12:00:00 AM,CÚCUTA (CT),BARRIO NIZA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,31,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,1
10/16/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAÑO LIMON,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,1
10/16/2016 12:00:00 AM,OCAÑA,BARRIO EL LLANO,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,25,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
10/16/2016 12:00:00 AM,TIBÚ,CORREGIMIENTO CAMPO DOS,RURAL,CASETA COMUNAL,CONTUNDENTES,A PIE,A PIE,27,FEMENINO,SEPARADO,COLOMBIA,AMA DE CASA,1
10/17/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,30,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/17/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CUCUTA 75,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,33,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
10/17/2016 12:00:00 AM,CÚCUTA (CT),BARRIO DIVINA PASTORA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,32,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
10/17/2016 12:00:00 AM,PUERTO SANTANDER,BARRIO LAS MALVINAS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/17/2016 12:00:00 AM,SARDINATA,BARRIO EL LLANO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,19,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
10/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,2
10/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,46,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,4,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,23,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,23,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,25,FEMENINO,UNION LIBRE,-,EMPLEADO PARTICULAR,1
10/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/18/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CENTRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,22,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,1
10/18/2016 12:00:00 AM,OCAÑA,BARRIO SAN AGUSTIN,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,45,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,1
10/18/2016 12:00:00 AM,OCAÑA,BARRIO POLACO 1,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,44,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,1
10/18/2016 12:00:00 AM,TIBÚ,CORREGIMIENTO CAMPO DOS,RURAL,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,41,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
10/19/2016 12:00:00 AM,ABREGO,BARRIO SANTA BARBARA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,44,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
10/19/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,5,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/19/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,24,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/19/2016 12:00:00 AM,LOS PATIOS,BARRIO DANIEL JORDAN,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,25,FEMENINO,CASADO,COLOMBIA,INDEPENDIENTE,1
10/19/2016 12:00:00 AM,OCAÑA,BARRIO SIMON BOLIVAR,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,46,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/19/2016 12:00:00 AM,OCAÑA,BARRIO SIMON BOLIVAR,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,45,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
10/19/2016 12:00:00 AM,OCAÑA,BARRIO JOSE ANTONIO GALAN,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,33,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
10/19/2016 12:00:00 AM,OCAÑA,URBANIZACION LOS ALAMOS,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,42,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
10/20/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,20,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/20/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,26,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/20/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,-,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/20/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/20/2016 12:00:00 AM,CÚCUTA (CT),BARRIO PRADOS DEL ESTE,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,31,FEMENINO,UNION LIBRE,COLOMBIA,ESTUDIANTE,1
10/20/2016 12:00:00 AM,GRAMALOTE,VEREDA EL TRIUNFO,RURAL,FINCAS Y SIMILARES,SIN EMPLEO DE ARMAS,A PIE,A PIE,24,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/20/2016 12:00:00 AM,LOS PATIOS,BARRIO BRISAS DEL LLANO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/21/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,16,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/21/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/21/2016 12:00:00 AM,GRAMALOTE,VEREDA EL TRIUNFO,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,A PIE,A PIE,18,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
10/21/2016 12:00:00 AM,OCAÑA,BARRIO BERMEJAL,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
10/22/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,35,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/22/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,A PIE,25,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/22/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/22/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,28,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/22/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,52,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/22/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LOS OLIVOS,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,36,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
10/22/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LA HERMITA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,26,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
10/23/2016 12:00:00 AM,CÚCUTA (CT),BARRIO AEROPUERTO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,37,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/23/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,28,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/23/2016 12:00:00 AM,OCAÑA,BARRIO CARBON-RAMAL,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,AMA DE CASA,1
10/23/2016 12:00:00 AM,VILLA DEL ROSARIO,CENTRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,22,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/23/2016 12:00:00 AM,VILLA DEL ROSARIO,BARRIO BELLA VISTA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,32,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
10/24/2016 12:00:00 AM,BOCHALEMA,VEREDA SAN ANTONIO DE LA TORRE,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,A PIE,A PIE,52,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,1
10/24/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,34,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,1
10/24/2016 12:00:00 AM,CÚCUTA (CT),BARRIO PALMERAS,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,33,FEMENINO,DIVORCIADO,COLOMBIA,COMERCIANTE,1
10/24/2016 12:00:00 AM,OCAÑA,BARRIO CIUDADELA DEPORTIVA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
10/24/2016 12:00:00 AM,TIBÚ,BARRIO EL BOSQUE,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,41,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,1
11/27/2016 12:00:00 AM,CHINÁCOTA,BARRIO CENTRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,1
10/24/2016 12:00:00 AM,VILLA DEL ROSARIO,BARRIO PRIMERO DE MAYO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/25/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LOMA DE BOLIVAR,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
10/26/2016 12:00:00 AM,CÚCUTA (CT),BARRIO MAGDALENA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,31,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
10/26/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,-,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/26/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,22,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/26/2016 12:00:00 AM,CÚCUTA (CT),BARRIO LA CONCORDIA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,32,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/26/2016 12:00:00 AM,LOS PATIOS,BARRIO BRISAS DEL LLANO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/26/2016 12:00:00 AM,OCAÑA,BARRIO SIMON BOLIVAR,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,34,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,1
10/26/2016 12:00:00 AM,OCAÑA,BARRIO COMUNEROS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,18,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/26/2016 12:00:00 AM,OCAÑA,BARRIO EL MOLINO,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,32,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
10/27/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/27/2016 12:00:00 AM,CÚCUTA (CT),BARRIO COLPET,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,54,MASCULINO,DIVORCIADO,COLOMBIA,PENSIONADO,1
10/28/2016 12:00:00 AM,PAMPLONA,BARRIO SAN PEDRO,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,22,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,1
10/28/2016 12:00:00 AM,PAMPLONA,BARRIO SAN PEDRO,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,47,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,1
10/29/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/29/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,22,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/29/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,38,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/29/2016 12:00:00 AM,EL ZULIA,VEREDA EL MESTIZO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,25,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/30/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,36,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/30/2016 12:00:00 AM,CÚCUTA (CT),BARRIO OSPINA PEREZ,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,32,FEMENINO,SOLTERO,COLOMBIA,COMERCIANTE,1
10/30/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,1
10/30/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/30/2016 12:00:00 AM,OCAÑA,BARRIO SANTA CRUZ,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,56,FEMENINO,VIUDO,COLOMBIA,AMA DE CASA,1
10/31/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,21,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/31/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,45,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,1
10/31/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,1
10/31/2016 12:00:00 AM,CÚCUTA (CT),BARRIO CAMILO DAZA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,31,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,1
